,State,Week,Babesiosis,Campylobacteriosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Enterobacter spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Klebsiella spp.",Chlamydia trachomatis infection,Coccidioidomycosis,Cryptosporidiosis,"Dengue Virus Infections, Dengue","Dengue Virus Infections, Severe Dengue","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Hepatitis (viral, acute, by type), A","Hepatitis (viral, acute, by type), B","Hepatitis (viral, acute, by type), C, Confirmed","Hepatitis (viral, acute, by type), C, Probable","Invasive Pneumococcal Disease, Age LT 5, Confirmed","Invasive Pneumococcal Disease, Age LT 5, Probable","Invasive Pneumococcal Disease, all ages, Confirmed","Invasive Pneumococcal Disease, all ages, Probable",Legionellosis,Malaria,"Meningococcal disease, all serogroups",Mumps,Pertussis,"Rabies, animal",Rubella,"Rubella, congenital syndrome",Salmonellosis (excluding Paratyphoid fever andTyphoid fever),Shiga toxin-producing Escherichia coli,Shigellosis,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Tetanus,Varicella morbidity,"Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable","West Nile virus disease, Neuroinvasive","West Nile virus disease, Nonneuroinvasive","Zika virus disease, non-congenital",Person-to-Person Contact,Airborne Transmission,Droplet Spread,Vector-Borne Transmission,Vehicle-Borne Transmission,Population_Density(km²),GDP per capita,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,Mining and Logging,Construction,Manufacturing,"Trade, Transporation and Utilities",Information,Financial Activities,Professional and Business Services,Educational and Health services,Leisure and Hospitality,Other Services,Government
1042,TEXAS,21,0,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,14,8,16,0,58,42.3336,53737,26.481,20.1517,32.8102,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
1043,UTAH,21,0,1,0,0,0,136,0,5,0,0,0,0,0,0,0,33,0,2,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,172,1,4,2,11,14.8499,45943,11.7046,4.3777,19.0314,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
1044,VERMONT,21,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,26.0450,44831,11.9438,3.8538,20.0337,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
1045,VIRGINIA,21,0,20,0,0,0,735,0,3,0,0,0,1,0,0,3,234,1,0,0,0,0,0,0,0,0,2,1,0,8,4,0,0,0,9,3,0,0,0,21,0,0,1,0,0,0,0,990,14,13,2,60,83.1382,52124,22.4509,16.0092,28.8926,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
1046,WASHINGTON,21,0,42,0,0,0,622,0,0,0,0,0,0,0,0,19,183,1,0,1,2,0,0,0,0,0,0,1,0,1,6,0,0,0,0,13,4,0,0,9,0,0,0,0,0,0,0,821,7,8,1,90,43.6939,59333,15.1255,8.5362,21.7147,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
1047,WEST VIRGINIA,21,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,28.9131,37353,21.2656,14.3611,28.17,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
1048,WISCONSIN,21,0,11,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,2,0,0,4,21,41.3619,48666,12.8063,6.1932,19.4193,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
1049,WYOMING,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2.2813,61091,9.2712,2.6323,15.9101,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
1050,ALABAMA,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,7,7,37.1993,37508,24.6621,19.2694,30.0548,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
1051,ALASKA,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.4982,63610,7.6622,2.9398,12.3846,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
1052,ARIZONA,22,0,24,0,0,0,514,190,3,0,0,0,0,0,0,2,119,6,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,14,4,6,0,0,0,0,4,0,0,0,0,0,640,195,12,4,53,24.2052,39583,18.5181,9.2851,27.751,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
1053,ARKANSAS,22,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172,0,1,0,1,22.3967,36714,24.4749,18.7435,30.2062,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
1054,CALIFORNIA,22,0,76,0,0,0,182,6,0,0,0,0,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,1,0,0,0,0,269,6,0,0,88,98.4741,60359,15.7025,9.2599,22.1451,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
1055,COLORADO,22,0,33,0,0,0,291,0,2,0,0,0,0,0,0,5,106,4,0,0,0,0,1,0,1,0,0,1,0,0,19,0,0,0,12,8,4,0,0,1,0,5,0,2,0,0,0,404,19,25,6,67,21.1601,54026,13.1418,5.2978,20.9857,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
1056,CONNECTICUT,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,0,15,3,4,285.9964,62633,16.2477,10.3896,22.1058,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
1057,DELAWARE,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,191.8949,63955,20.1643,15.3,25.0286,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
1058,FLORIDA,22,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,277,7,0,0,0,0,0,0,15,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,1172,7,29,16,3,152.5898,39842,25.1584,21.2894,29.0274,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
1059,GEORGIA,22,0,20,0,0,0,286,0,3,0,0,0,0,0,0,7,121,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,413,1,1,0,37,70.3122,45925,23.839,19.2277,28.4502,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
1060,HAWAII,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.7465,52869,22.2288,18.4023,26.0553,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
1061,IDAHO,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,8.1836,36441,13.2935,6.7673,19.8197,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
1062,ILLINOIS,22,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,1,88.6923,55102,20.0834,14.4457,25.721,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
1063,INDIANA,22,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,85,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,1,0,0,3,72.1204,46427,20.3781,14.7423,26.0139,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
1064,IOWA,22,0,13,0,0,0,4,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,21.8421,52284,19.0977,13.2574,24.9379,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
1065,KANSAS,22,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,12,1,1,13.7731,47435,21.1363,14.789,27.4835,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
1066,KENTUCKY,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,3,3,76,43.4644,39277,23.0616,17.6816,28.4416,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
1067,LOUISIANA,22,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,217,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,804,1,15,1,0,41.5024,44372,26.6867,20.8469,32.5265,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
1068,MAINE,22,4,1,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,8,8,37,5,16.7840,39521,12.6734,4.7323,20.6145,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
1069,MARYLAND,22,0,12,0,0,0,421,0,2,0,0,0,4,0,0,1,102,2,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,19,3,2,0,2,0,0,0,2,0,0,0,0,525,12,2,9,41,240.1581,56375,19.5996,15.0274,24.1718,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
1070,MASSACHUSETTS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.6000,66500,15.3007,9.2173,21.384,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
1071,MICHIGAN,22,0,1,0,0,0,106,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,127,1,0,5,2,67.9108,44201,14.2124,7.4763,20.9484,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
1072,MINNESOTA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,27.2961,54805,15.9584,8.7311,23.1857,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
1073,MISSISSIPPI,22,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,24.5519,32447,25.4509,19.6029,31.2989,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
1074,MISSOURI,22,0,15,0,0,0,267,0,2,0,0,0,5,0,0,1,174,2,2,0,0,0,0,0,3,0,3,0,0,0,1,2,0,0,23,7,5,1,6,3,0,2,0,1,0,0,0,452,4,6,16,59,34.3913,43036,21.8583,16.2318,27.4847,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
1075,MONTANA,22,0,3,0,0,0,53,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,73,0,0,1,9,2.8180,39833,12.1176,5.8763,18.3589,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
1076,NEBRASKA,22,0,13,0,0,0,60,0,2,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,85,0,4,1,19,9.7065,54654,18.0345,12.0944,23.9745,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
1077,NEVADA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,10.7465,44812,13.5528,6.994,20.1116,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
1078,NEW HAMPSHIRE,22,0,0,0,0,0,41,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,2,58.1468,52509,13.9769,6.3209,21.6328,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
1079,NEW JERSEY,22,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,2,0,0,470.2172,56776,17.7759,12.4566,23.0952,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
1080,NEW MEXICO,22,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,0,0,6.6517,41619,16.8953,8.0961,25.6945,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
1081,NEW YORK,22,3,30,0,0,0,672,0,0,0,0,17,2,0,1,10,179,10,1,0,1,0,1,0,0,0,6,0,1,1,5,28,0,0,0,3,7,0,1,8,0,0,2,0,0,0,0,868,12,18,52,62,162.4294,65220,15.5403,9.3801,21.7005,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
1082,NORTH CAROLINA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.3563,44706,23.3934,19.14,27.6467,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
1083,NORTH DAKOTA,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4.2275,64311,15.0873,7.6836,22.491,0,6071,138,23,3337,4422,417,64,1,16,20700,25900,25900,94200,6200,239600,634500,611600,40200,15200,82500
1084,OHIO,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.2698,48188,20.0201,14.4613,25.5788,0,4957,12,51,361,4244,83,28,0,20,12200,219300,698900,1024300,70800,24300,34600,63700,566400,213700,779200
1085,OKLAHOMA,22,0,113,0,0,0,29,0,2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,116,22.1568,44535,23.5347,17.0654,30.0039,0,1102,2,6,199,3347,7,2,0,0,53100,80300,137700,299200,19900,307900,731200,936100,171900,71500,347800
1086,OREGON,22,0,3,0,0,0,321,0,3,0,0,0,0,0,0,0,113,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,437,1,3,0,12,16.8907,51312,14.15,7.7765,20.5235,37,7769,51,143,1810,12052,179,35,17,7,7300,104800,194900,352200,34200,79200,190400,236300,210700,64500,295000
1087,PENNSYLVANIA,22,0,29,0,0,0,635,0,0,0,0,0,0,0,0,4,136,3,0,1,0,3,1,0,0,0,4,0,0,0,1,0,0,0,11,2,0,1,0,2,0,4,0,0,0,0,0,778,5,5,5,52,110.4802,51841,17.7857,12.1437,23.4276,0,4765,5,100,525,7039,206,34,0,7,28600,255800,569400,1126800,85800,102000,249000,295100,571600,260400,702900
1088,RHODE ISLAND,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,392.2098,48314,15.6576,9.8829,21.4322,0,493,93,6,256,288,65,2,0,6,200,19200,40300,77400,5900,325500,804500,1274800,58700,23100,61000
1089,SOUTH CAROLINA,22,0,8,0,0,0,489,0,0,0,0,0,0,0,0,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,677,0,0,0,14,65.2576,37637,23.9313,19.7219,28.1406,0,1896,25,11,461,3676,515,7,0,2,4400,102500,247800,406300,28200,35400,68500,106500,260300,76800,369000
1090,SOUTH DAKOTA,22,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,4,4.4662,48004,16.1352,9.3085,22.9619,0,1631,1,17,508,1490,30,4,1,5,1000,22900,44400,86800,5600,104200,292900,252900,47300,16800,79600
1091,TENNESSEE,22,0,0,0,0,0,171,0,1,1,0,0,1,0,0,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,247,3,0,8,1,63.5357,44348,23.2282,17.5279,28.9285,0,3320,4,15,408,9850,44,15,2,6,4400,124800,350700,627200,45500,29200,32600,72800,338900,118300,435500
1092,TEXAS,22,0,16,0,0,0,1916,0,4,0,0,0,0,0,0,0,684,2,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,2,0,0,18,0,0,1,0,0,0,0,2620,10,10,0,41,42.3336,53737,25.7177,19.9143,31.5211,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
1093,UTAH,22,0,0,0,0,0,112,0,3,0,0,0,0,0,0,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,10,14.8499,45943,13.6009,6.1308,21.071,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
1094,VERMONT,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,26.0450,44831,13.274,5.8449,20.703,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
1095,VIRGINIA,22,0,27,0,0,0,708,0,4,0,0,0,1,0,0,6,196,2,1,1,2,0,0,0,0,0,4,2,0,1,8,0,0,0,9,2,2,0,1,8,0,0,1,0,0,0,0,917,13,11,4,63,83.1382,52124,21.4942,16.6994,26.2889,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
1096,WASHINGTON,22,0,99,0,0,0,437,0,10,0,0,0,0,0,0,59,122,0,2,1,4,0,0,0,0,0,0,3,5,2,28,0,0,0,0,29,6,0,0,2,0,0,1,1,0,0,0,572,30,35,3,214,43.6939,59333,14.6956,8.9163,20.4748,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
1097,WEST VIRGINIA,22,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,2,28.9131,37353,20.4257,15.1232,25.7281,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
1098,WISCONSIN,22,0,10,0,0,0,262,0,3,0,0,1,0,0,0,3,84,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,351,0,4,1,23,41.3619,48666,15.1348,8.7718,21.4978,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
1099,WYOMING,22,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,2.2813,61091,10.5482,3.7851,17.3112,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
1100,ALABAMA,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,0,3,0,3,8,5,37.1993,37508,24.8442,20.3113,29.3771,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
1101,ALASKA,23,0,0,0,0,0,70,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,3,0,1,0.4982,63610,7.7984,2.6468,12.9499,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
1102,ARIZONA,23,0,10,0,0,0,653,84,3,0,0,0,0,0,0,1,155,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,7,5,0,0,0,0,6,0,0,0,0,0,814,85,3,6,38,24.2052,39583,20.2767,10.9433,29.6101,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
1103,ARKANSAS,23,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,3,0,0,22.3967,36714,25.6642,19.8233,31.505,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
1104,CALIFORNIA,23,0,139,0,0,0,408,9,0,0,0,0,0,0,0,5,186,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,0,0,0,0,605,9,1,1,160,98.4741,60359,16.2631,9.2749,23.2512,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
1105,COLORADO,23,0,32,0,0,0,249,0,2,0,0,0,0,0,0,12,77,1,0,0,0,0,1,0,0,0,2,0,0,1,15,0,0,0,15,8,5,0,0,0,0,6,0,3,0,0,0,332,18,18,6,77,21.1601,54026,16.3561,8.0132,24.6989,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
1106,CONNECTICUT,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,3,2,285.9964,62633,19.1659,12.5045,25.8273,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
1107,DELAWARE,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,191.8949,63955,21.7965,16.6143,26.9786,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
